,created_at,id_str,Company_to_Customer,in_reply_to_status_id_str,in_reply_to_user_id_str,in_reply_to_screen_name,Text,replyToSN,created,replyToSID,id,replyToUID,screenName
10181,Tue Jun 13 17:22:41 +0000 2017,8.74678E+17,@KhanNahim674 2/2 for today please? Sarah,8.7466E+17,1874933947,KhanNahim674,"Unacceptable, British Gas failed to turn up for appointment , no call to cancel , really poor customer care",NA,13/06/2017 16:09,NA,8.7466E+17,NA,KhanNahim674
11181,Tue Jun 13 17:22:25 +0000 2017,8.74678E+17,@KhanNahim674 1/2 Really not what we want to hear Nhaim. We do have to reschedule some times but should always keep… https://t.co/9haMKJGqYb,8.7466E+17,1874933947,KhanNahim674,"Unacceptable, British Gas failed to turn up for appointment , no call to cancel , really poor customer care",NA,13/06/2017 16:09,NA,8.7466E+17,NA,KhanNahim674
12181,Tue Jun 13 17:20:15 +0000 2017,8.74678E+17,"@tonyparkin Hi Tony, if you get anymore pls forward to spam@centrica.com Thanks, Paul",8.74661E+17,7563542,tonyparkin,"Two very convincing phishing emails this week - one HMRC, one British Gas. Well-designed, no typos, well-spoofed addresses. Be on your guard",NA,13/06/2017 16:13,NA,8.74661E+17,NA,tonyparkin
13181,Tue Jun 13 17:19:01 +0000 2017,8.74678E+17,"@Aponeill Hi Anthony, have you got an appointment booked in for this evening? Cheers, Nathan",8.74673E+17,77835802,Aponeill,"@BritishGasHelp Seriuosly annoyed by BG, 3 different times I've been quoted today and I've still got a leek that I… https://t.co/rxRk4dLkGA",BritishGasHelp,13/06/2017 17:00,NA,8.74673E+17,431673892,Aponeill
14181,Tue Jun 13 17:18:27 +0000 2017,8.74677E+17,"@Stanp1pe Hi Ashley, what reason have you been given to say why they can't swap it? Thanks, Tracey",8.74663E+17,75658924,Stanp1pe,@BritishGas now being told it can't happen. What's going on <ed><U+00A0><U+00BD><ed><U+00B8><U+00AD><ed><U+00A0><U+00BD><ed><U+00B8><U+00AD>,BritishGas,13/06/2017 16:21,NA,8.74663E+17,46630225,Stanp1pe
16181,Tue Jun 13 16:56:27 +0000 2017,8.74672E+17,"@RobTemple101 Hi Rob, was just about to Tweet you and let you know as well. Can't believe they stole my thunder lol. ^Paul :)",8.74668E+17,1073408192,RobTemple101,British Gas just called to tell me I paid my latest bill this morning. A valuable service.,NA,13/06/2017 16:40,NA,8.74668E+17,NA,RobTemple101
17181,Tue Jun 13 16:51:04 +0000 2017,8.7467E+17,"@HowDoYouSolve Hi Maria, I totally agree! Is it all sorted for you now? Cheers, Nathan",8.74669E+17,393944087,HowDoYouSolve,.@BritishGasHelp Thank you -  worth every penny. There is nothing worse than springing a leak! <ed><U+00A0><U+00BD><ed><U+00B8><U+0098>,NA,13/06/2017 16:46,NA,8.74669E+17,NA,HowDoYouSolve
18101,Tue Jun 13 16:44:17 +0000 2017,8.74669E+17,"@Charlaa_ox I hope so too, if you'd like me to double check please DM me the account name &amp; full address or Custome… https://t.co/qmprNdG3Gj",8.74666E+17,85295430,Charlaa_ox,@BritishGasHelp We sent you a cheque last week to cover it so hopefully yes,BritishGasHelp,13/06/2017 16:34,8.74666E+17,8.74666E+17,431673892,Charlaa_ox
1951,Tue Jun 13 16:38:21 +0000 2017,8.74667E+17,@38Caz You're very welcome Carol :),8.74665E+17,383245888,38Caz,@BritishGasHelp Thanks Paul that worked a treat,BritishGasHelp,13/06/2017 16:30,8.74659E+17,8.74665E+17,431673892,38Caz
2051,Tue Jun 13 16:32:27 +0000 2017,8.74666E+17,"@Charlaa_ox Hi Charlotte, I'm really sorry we made this error, have things been sorted now? Thanks, Jim",8.74661E+17,85295430,Charlaa_ox,Lol when you get British Gas ringing saying the payments have lapsed for someone that died. We did tell you ya dicks.,NA,13/06/2017 16:13,NA,8.74661E+17,NA,Charlaa_ox
2181,Tue Jun 13 16:31:42 +0000 2017,8.74666E+17,"@DustyBearz That's an epic fail Justin, how did the bill reach you, must have a good postie? Here &amp; happy to help i… https://t.co/n4WrCQpUSQ",8.7466E+17,220458996,DustyBearz,7 months for a Electic bill emailed me a copytoday with wrong St and wrong postcode...then asked to pay @BritishGas for who's property?#FAIL,NA,13/06/2017 16:08,NA,8.7466E+17,NA,DustyBearz
2251,Tue Jun 13 16:19:34 +0000 2017,8.74663E+17,"@sarahezekiel Hi Sarah, glad things are sorted for you and thanks for passing on your experiences with us. ^Paul",8.74661E+17,67368370,sarahezekiel,Very impressed with @BritishGasHelp. Investigated my complaint and I think they will improve their service for disabled people.,NA,13/06/2017 16:11,NA,8.74661E+17,NA,sarahezekiel
2351,Tue Jun 13 16:18:44 +0000 2017,8.74662E+17,"@pbsummerfield problems but if you need anything chasing up please let me know. Thanks, Jim 2/2",8.74657E+17,91445482,pbsummerfield,Let down today by @BritishGas who failed to appear for the annual service. Now re-arranged for Friday. Hope they appear then #nothappy,NA,13/06/2017 15:58,NA,8.74657E+17,NA,pbsummerfield
2451,Tue Jun 13 16:18:38 +0000 2017,8.74662E+17,"@pbsummerfield Hi Peter, I'm sorry we let you down today. The appt should go ahead on Friday without any more 1/2",8.74657E+17,91445482,pbsummerfield,Let down today by @BritishGas who failed to appear for the annual service. Now re-arranged for Friday. Hope they appear then #nothappy,NA,13/06/2017 15:58,NA,8.74657E+17,NA,pbsummerfield
2651,Tue Jun 13 16:07:38 +0000 2017,8.7466E+17,"@ChrisGothard57 Hi Chris, we'll always report on accounts, were a balance remains unpaid, do you want me to look in… https://t.co/rOXO8EVHhR",8.74653E+17,1167227480,ChrisGothard57,@BritishGas had an argument over a bill three years ago. They reported my account seriously in arrears damaging my credit score. Beware.<ed><U+00A0><U+00BD><ed><U+00B8><U+00A0>,BritishGas,13/06/2017 15:42,NA,8.74653E+17,46630225,ChrisGothard57
2751,Tue Jun 13 16:06:36 +0000 2017,8.74659E+17,"@Fairmaid49 Hi Lizzie, I'm here to help if you'd like me to look into anything for you? Thanks, Jim",8.74659E+17,2448148227,Fairmaid49,@BritishGas Respect! 1/..Disabled elderly customer who had the misfortune of choosing B.G. to install new https://t.co/qyPj1Atdmq haggling.,BritishGas,13/06/2017 16:04,NA,8.74659E+17,46630225,Fairmaid49
3051,Tue Jun 13 16:04:33 +0000 2017,8.74659E+17,"@38Caz Hi Carol, pls have a look at this link https://t.co/1BKV4zlQxo Thanks, Paul",8.74656E+17,383245888,38Caz,@BritishGas Love the email sayinyou no longer do Nectar I should join your new loyalty programme - please now tell me how,BritishGas,13/06/2017 15:52,NA,8.74656E+17,46630225,38Caz
3351,Tue Jun 13 15:25:00 +0000 2017,8.74649E+17,"@Jadaham Hi Jade, that's not good. Pls DM me your details so I can take a look for you. Thanks, Paul",8.74646E+17,92285674,Jadaham,@BritishGas are robbers!!! They put your payments down and give refund then now they shoot them up by an extra £100 a month#fuming #robbers,BritishGas,13/06/2017 15:14,NA,8.74646E+17,46630225,Jadaham
3651,Tue Jun 13 14:52:40 +0000 2017,8.74641E+17,"@niallmcdonnell is available. If you'd like me to double check please DM me your address &amp; contact No? Thanks, Jim… https://t.co/iXSV9aXrlP",8.74637E+17,31444476,niallmcdonnell,@BritishGasHelp my @BritishGas #SmartReader only shows electrical usgage! Any ideas why it's not showing Gas? Thanks,BritishGasHelp,13/06/2017 14:37,NA,8.74637E+17,431673892,niallmcdonnell
3751,Tue Jun 13 14:52:22 +0000 2017,8.74641E+17,"@niallmcdonnell Hi Niall, this is likely to be a known software issue &amp; we'll send a fix through automatically when one 1/2",8.74637E+17,31444476,niallmcdonnell,@BritishGasHelp my @BritishGas #SmartReader only shows electrical usgage! Any ideas why it's not showing Gas? Thanks,BritishGasHelp,13/06/2017 14:37,NA,8.74637E+17,431673892,niallmcdonnell
3851,Tue Jun 13 14:51:09 +0000 2017,8.7464E+17,"@run_AMD Hey Anne Marie, we offer different tariffs at different rates. You're more than welcome to shop around though. Thanks, Jake",8.7463E+17,539531973,run_AMD,@BritishGasHelp - why you do you not match rival energy companies tariffs? Are retaining customers not important to you?,BritishGasHelp,13/06/2017 14:12,NA,8.7463E+17,431673892,run_AMD
3951,Tue Jun 13 14:41:37 +0000 2017,8.74638E+17,"@McLuckieM Hi Matthew, here's a link that will help; https://t.co/JW8d9bqTmY Give me a shout if you need anything else. Thanks, Nathan",8.74627E+17,90290665,McLuckieM,@BritishGasHelp have a blocked toilet need a working toilet for family and custs as I run a hair salon how much would it cost for u to fix?,BritishGasHelp,13/06/2017 13:59,NA,8.74627E+17,431673892,McLuckieM
4051,Tue Jun 13 14:40:26 +0000 2017,8.74638E+17,"@JonWilmot87 Hi Jon, I can have a look into this for you. Can you DM me your address &amp; the email you use to log in?… https://t.co/EimIHDbuvn",8.74636E+17,204955185,JonWilmot87,"@BritishGasHelp been getting this on your app for a fortnight, ive spoken with cust servs who assure me they have r… https://t.co/TehwNWPB8v",BritishGasHelp,13/06/2017 14:32,NA,8.74636E+17,431673892,JonWilmot87
4181,Tue Jun 13 14:26:55 +0000 2017,8.74634E+17,@davesowerby That's spot on Dave! I'll get these sent to Fleet! :) ^Jake,8.74633E+17,15709267,davesowerby,@BritishGasHelp will these do? It's on Derriads Lane in Chippenham https://t.co/pdZKJl4SuJ,BritishGasHelp,13/06/2017 14:21,8.74632E+17,8.74633E+17,431673892,davesowerby
4251,Tue Jun 13 14:20:09 +0000 2017,8.74632E+17,@davesowerby Any chance you could try grab a snap on your way home? Where abouts is it parked? ^Jake,8.74632E+17,15709267,davesowerby,@BritishGasHelp yes I do! PJ13 KSY,BritishGasHelp,13/06/2017 14:19,8.74632E+17,8.74632E+17,431673892,davesowerby
4351,Tue Jun 13 14:18:02 +0000 2017,8.74632E+17,"@davesowerby Hey Dave, doesn't side right at all! Did you manage to take a photo or jot down the reg? ^Jake",8.74631E+17,15709267,davesowerby,@BritishGas there's been one of your vans sat with a flat tyre for three weeks on my way to work - doesn't seem right to me.....,BritishGas,13/06/2017 14:14,NA,8.74631E+17,46630225,davesowerby
4451,Tue Jun 13 14:14:25 +0000 2017,8.74631E+17,@wiccamum7_s If you pop me your address &amp; DoB on a DM I'll look into it. https://t.co/dlgcd3TRmR,8.74624E+17,2431655457,wiccamum7_s,@BritishGas Cancelled my direct debit meaning my already tight budget's is even worse.,wiccamum7_s,13/06/2017 13:46,8.74618E+17,8.74624E+17,2431655457,wiccamum7_s
4551,Tue Jun 13 14:07:57 +0000 2017,8.74629E+17,"@siinthesky Hi Simon, I can have a look at this, please can you DM me your address &amp; contact No? Thanks, Jim https://t.co/dlgcd3TRmR",8.74628E+17,37808351,siinthesky,@BritishGasHelp how do I stop you sending me flyers for HomeCare?,BritishGasHelp,13/06/2017 14:00,NA,8.74628E+17,431673892,siinthesky
4651,Tue Jun 13 14:06:53 +0000 2017,8.74629E+17,@JenniferCarmic8 your feedback onto their manager(s) if you don’t mind send me the address of the account by DM? Th… https://t.co/cLn4Ecx3kq,8.74627E+17,1846128984,JenniferCarmic8,My thanks to British Gas Customer Services Dept. for helping me to sort out my neighbour's outstanding gas bill. Yvonne &amp; Debra especially.,NA,13/06/2017 13:58,NA,8.74627E+17,NA,JenniferCarmic8
4751,Tue Jun 13 14:06:41 +0000 2017,8.74629E+17,"@JenniferCarmic8 Hi Jennifer, it's great to read that my colleagues were able to help out with your neighbour's bill. I can pass 1/2",8.74627E+17,1846128984,JenniferCarmic8,My thanks to British Gas Customer Services Dept. for helping me to sort out my neighbour's outstanding gas bill. Yvonne &amp; Debra especially.,NA,13/06/2017 13:58,NA,8.74627E+17,NA,JenniferCarmic8
4851,Tue Jun 13 13:57:34 +0000 2017,8.74627E+17,@markcrossley811 You're welcome have a good day :),8.74626E+17,3182516429,markcrossley811,@BritishGasHelp Thankyou for your help,BritishGasHelp,13/06/2017 13:54,8.74626E+17,8.74626E+17,431673892,markcrossley811
4951,Tue Jun 13 13:53:41 +0000 2017,8.74626E+17,@markcrossley811 Thanks yes all booked in for you not dispatched to an engineer as yet however Mark. An engineer wi… https://t.co/7KxW2tRp2h,8.74621E+17,3182516429,markcrossley811,@BritishGasHelp Mark crossley 149 oak street Colne lancashire  email confirmation from Kirsty Arthur,BritishGasHelp,13/06/2017 13:34,8.7462E+17,8.74621E+17,431673892,markcrossley811
5051,Tue Jun 13 13:49:36 +0000 2017,8.74625E+17,"@sorrisodentist Please can you DM your account number, business name and full address? I'll take a look at this for you. Thanks, Janina",8.74622E+17,7.84512E+17,sorrisodentist,@BritishGasHelp So frustrated. Final straw is apathy in dealing with my complaint. Where do I go from here? Complaint ref 501593322,BritishGasHelp,13/06/2017 13:38,NA,8.74622E+17,431673892,sorrisodentist
5181,Tue Jun 13 13:40:05 +0000 2017,8.74622E+17,"@wiccamum7_s Hi Jinny,  I'm sorry to read that. What have we done? I'm here if you need any help. Thanks, Tracey",8.74618E+17,2431655457,wiccamum7_s,@BritishGas cheers thanks to your mistake I now have to find an extra £30 a moth for my bills!!<ed><U+00A0><U+00BD><ed><U+00B8><U+00A4>,BritishGas,13/06/2017 13:21,NA,8.74618E+17,46630225,wiccamum7_s
5251,Tue Jun 13 13:31:31 +0000 2017,8.7462E+17,"@markcrossley811 Sure Mark, I can take a look at that for you. Can you please pop me on over a DM with your address… https://t.co/8om4diJYAi",8.74617E+17,3182516429,markcrossley811,@BritishGasHelp #AppHelp can you confirm my appt today for smart meter  between 1-5 pm ? is still going ahead,BritishGasHelp,13/06/2017 13:18,NA,8.74617E+17,431673892,markcrossley811
5451,Tue Jun 13 13:19:48 +0000 2017,8.74617E+17,"@kittiwakekate Hi Kate, my colleagues @HiveHelper can help you with this. Thanks, Tracey",8.74603E+17,164612956,kittiwakekate,@BritishGasHelp is it just because its not worth it for price as we already have hive hub??,BritishGasHelp,13/06/2017 12:22,NA,8.74603E+17,431673892,kittiwakekate
5651,Tue Jun 13 12:45:10 +0000 2017,8.74609E+17,"@sparkyjm1974 Thanks Jason, please DM your address, email &amp; phone number as well. Then I'll get the Homecare Custom… https://t.co/ajkHS5voqL",8.74604E+17,1447362230,sparkyjm1974,@BritishGasHelp If my mot failed on my car I wouldn't get a pass cert until it was ok. I'd then get a new cert afte… https://t.co/M54gsIPKsc,BritishGasHelp,13/06/2017 12:25,8.74601E+17,8.74604E+17,431673892,sparkyjm1974
5751,Tue Jun 13 12:35:48 +0000 2017,8.74606E+17,@HowDoYouSolve Great news and hope not too many buckets.,8.74598E+17,393944087,HowDoYouSolve,@BritishGasHelp They will be here soon. You've always been fab. Buckets at the ready!,BritishGasHelp,13/06/2017 12:04,8.74587E+17,8.74598E+17,431673892,HowDoYouSolve
5851,Tue Jun 13 12:16:46 +0000 2017,8.74601E+17,"@sparkyjm1974 Hi Jason, I'm not sure what you mean here. Bit puzzled by how it can pass &amp; fail the landlord's test.… https://t.co/oCPMis4Eba",8.746E+17,1447362230,sparkyjm1974,@BritishGas have failed my landlords gas test even though it passed and won't issue a cert to confirm it passed. This completely ridiculous,BritishGas,13/06/2017 12:12,NA,8.746E+17,46630225,sparkyjm1974
5951,Tue Jun 13 12:13:51 +0000 2017,8.74601E+17,"@lolitambonita Okay Lolita, I just wanted to give you the proof that they do read meters on behalf of us.",8.74599E+17,7.01852E+17,lolitambonita,@BritishGasHelp Yes but as I said. I have no idea they represent British Gas!,BritishGasHelp,13/06/2017 12:05,8.74569E+17,8.74599E+17,431673892,lolitambonita
6051,Tue Jun 13 12:08:51 +0000 2017,8.74599E+17,@Sally_DB Good choice it's a cracking film!,8.74599E+17,82872961,Sally_DB,@BritishGasHelp Fantastic beasts and where to find them!,BritishGasHelp,13/06/2017 12:06,8.74599E+17,8.74599E+17,431673892,Sally_DB
6191,Tue Jun 13 12:05:24 +0000 2017,8.74599E+17,"@Sally_DB You're very welcome Sally, what did you go for?",8.74598E+17,82872961,Sally_DB,Thanks for my free movie @BritishGas <ed><U+00A0><U+00BD><ed><U+00B8><U+0098>,NA,13/06/2017 12:04,NA,8.74598E+17,NA,Sally_DB
6251,Tue Jun 13 12:02:46 +0000 2017,8.74598E+17,"@Steve_Butler Sorry to hear that! DM me the info if you need anything checking out. Cheers, Dan https://t.co/dlgcd3TRmR",8.74593E+17,27296288,Steve_Butler,@BritishGasHelp Then being refunded a different amount Estimated readings used Shambolic,Steve_Butler,13/06/2017 11:42,8.74593E+17,8.74593E+17,27296288,Steve_Butler
6351,Tue Jun 13 12:01:14 +0000 2017,8.74598E+17,"@kennyzool Hi Kenny, have you been given a client reff number by LCS? Pls pop me a DM with the details? Thanks, Paul",8.7459E+17,2615761034,kennyzool,@BritishGasHelp I am being erroneously pursued by LCS for a payment I don't recognise and would 100% have paid anyway. Please advise!,BritishGasHelp,13/06/2017 11:31,NA,8.7459E+17,431673892,kennyzool
6451,Tue Jun 13 11:48:52 +0000 2017,8.74594E+17,@YvonneGHarley Deffo not the best on our part Yvonne! I'm going to get an appt booked in for you ASAP. ^Jake,8.74594E+17,20336930,YvonneGHarley,Ask @BritishGas for an electrician and they send a plumber #homecare400fail,NA,13/06/2017 11:46,NA,8.74594E+17,NA,YvonneGHarley
6551,Tue Jun 13 11:47:34 +0000 2017,8.74594E+17,"@RichardAinswor7 Hi Richard, I'm confident I can help; pls just let me know if you've any questions or are you want… https://t.co/W6jqCGOc7I",8.74586E+17,4915889487,RichardAinswor7,@BritishGasHelp #AppHelp WHO DO I CONTACT FOR A DUAL ENERGY CONTRACT STATING 01 / 07/2017,BritishGasHelp,13/06/2017 11:14,NA,8.74586E+17,431673892,RichardAinswor7
6651,Tue Jun 13 11:29:57 +0000 2017,8.7459E+17,"@briggferrier Thanks again Jimmy, I'll get that passed on.",8.74589E+17,2188485344,briggferrier,@BritishGasHelp 1548 yesterday,BritishGasHelp,13/06/2017 11:25,8.74588E+17,8.74589E+17,431673892,briggferrier
6751,Tue Jun 13 11:24:12 +0000 2017,8.74588E+17,"@briggferrier Hi Jimmy, our Fleet team have come back to me asking if you can give an approx time/date this happened? Thanks, Jim",8.74281E+17,2188485344,briggferrier,@british gas Yr van PK15WHD speeding thru 50mph zone on A6 south near Loughborough. Check vehicle tracking to verify. How will you respond?,Britishswaa,12/06/2017 15:05,NA,8.74281E+17,3678591,briggferrier
16251,Mon Jun 12 15:21:08 +0000 2017,8.74285E+17,"@briggferrier further as this isn't the sort of behaviour we expect from our drivers. Thanks, Jim 2/2",8.74281E+17,2188485344,briggferrier,@british gas Yr van PK15WHD speeding thru 50mph zone on A6 south near Loughborough. Check vehicle tracking to verify. How will you respond?,Britishswaa,12/06/2017 15:05,NA,8.74281E+17,3678591,briggferrier
16351,Mon Jun 12 15:21:01 +0000 2017,8.74285E+17,"@briggferrier Hi Jimmy, thanks for letting us know about this. I've sent your feedback onto our Fleet team who'll investigate 1/2",8.74281E+17,2188485344,briggferrier,@british gas Yr van PK15WHD speeding thru 50mph zone on A6 south near Loughborough. Check vehicle tracking to verify. How will you respond?,Britishswaa,12/06/2017 15:05,NA,8.74281E+17,3678591,briggferrier
6851,Tue Jun 13 11:22:10 +0000 2017,8.74588E+17,"@Steve_Butler Hi Steve, anything I can help with? Cheers, Dan https://t.co/dlgcd3TRmR",8.74585E+17,27296288,Steve_Butler,@BritishGasHelp After recent events I am so glad I am switching providers,BritishGasHelp,13/06/2017 11:11,NA,8.74585E+17,431673892,Steve_Butler
6951,Tue Jun 13 11:19:32 +0000 2017,8.74587E+17,"@HowDoYouSolve Hi Maria, what time is the appointment booked in for? Thanks, Sharon",8.74584E+17,393944087,HowDoYouSolve,Do hope that British Gas will be here soon - going to have to get the brolly out.,NA,13/06/2017 11:05,NA,8.74584E+17,NA,HowDoYouSolve
7051,Tue Jun 13 11:15:03 +0000 2017,8.74586E+17,"@plymcomp Hi there, please DM the details &amp; I'll investigate. Cheers, Dan https://t.co/dlgcd3TRmR",8.74582E+17,125947423,plymcomp,"@BritishGasHelp
Are you victims of fraud with people pretending to be you or are your sales team the rudest, pushiest scum on the planet?",BritishGasHelp,13/06/2017 10:58,NA,8.74582E+17,431673892,plymcomp
7191,Tue Jun 13 10:57:20 +0000 2017,8.74581E+17,"@bethanylynn29 Hi Bethany, that's not good to hear. I understand it's a long time to be waiting &amp; I'm here to help… https://t.co/jH62G5rAPS",8.74576E+17,3419125263,bethanylynn29,Major problems/many complaints @BritishGas #BritishGas! Have prob since Nov&amp;despite 5/6 people coming &amp; 3 cancels nothings been done! #angry,NA,13/06/2017 10:36,NA,8.74576E+17,NA,bethanylynn29
7251,Tue Jun 13 10:05:55 +0000 2017,8.74569E+17,"@lolitambonita I think it's best to show you they are legit, please have a look at https://t.co/xJ0kHRAD3G",8.74563E+17,7.01852E+17,lolitambonita,@BritishGasHelp Just to let you know. I have no idea who Morrisons is and my international housemates certainly did… https://t.co/Eq3nrrPfUH,BritishGasHelp,13/06/2017 09:44,8.74561E+17,8.74563E+17,431673892,lolitambonita
7351,Tue Jun 13 10:04:02 +0000 2017,8.74568E+17,"@sue4tuk You're welcome, glad to hear it's all sorted through. Let me know if you need anything else :)",8.74567E+17,22807302,sue4tuk,@BritishGasHelp Phew - just got call back.  Hopefully all sorted inc why this manual form issue.  Thank you for listening,BritishGasHelp,13/06/2017 10:00,8.74567E+17,8.74567E+17,431673892,sue4tuk
7451,Tue Jun 13 09:58:56 +0000 2017,8.74567E+17,"@sue4tuk Strange, please can you DM over your full address &amp; tel number, I'll check it out for you?",8.74565E+17,22807302,sue4tuk,@BritishGasHelp Just received text saying engineer tomorrow but no idea whether washing machine or boiler service.… https://t.co/911NLtQgut,BritishGasHelp,13/06/2017 09:52,8.74563E+17,8.74565E+17,431673892,sue4tuk
7551,Tue Jun 13 09:51:13 +0000 2017,8.74565E+17,"@xxChristinaD for sign up details. Thanks, Jim https://t.co/1BKV4zlQxo 2/2",8.74564E+17,234461779,xxChristinaD,"@BritishGasHelp No, didn't know how would I have known? Do you send an email? I also have the app on my phone no details there either",BritishGasHelp,13/06/2017 09:48,8.74564E+17,8.74564E+17,431673892,xxChristinaD
7651,Tue Jun 13 09:50:54 +0000 2017,8.74565E+17,"@xxChristinaD Hi Christy, I'm sorry you didn't know about it but it's only just been launched. Just pop over to our website 1/2",8.74564E+17,234461779,xxChristinaD,"@BritishGasHelp No, didn't know how would I have known? Do you send an email? I also have the app on my phone no details there either",BritishGasHelp,13/06/2017 09:48,8.74564E+17,8.74564E+17,431673892,xxChristinaD
7751,Tue Jun 13 09:47:46 +0000 2017,8.74564E+17,"@xxChristinaD Hi Christy, we've just launched a new scheme called Rewards, have you signed up for it? Thanks, Jim",8.74561E+17,234461779,xxChristinaD,@BritishGasHelp why do we not get British Gas Rewards anymore <ed><U+00A0><U+00BE><ed><U+00B4><U+0094>@BritishGas,BritishGasHelp,13/06/2017 09:37,NA,8.74561E+17,431673892,xxChristinaD
7851,Tue Jun 13 09:44:56 +0000 2017,8.74563E+17,@sue4tuk give me a shout. 2/2,8.74562E+17,22807302,sue4tuk,@BritishGasHelp Thanks for replying.  They are currently investigating why it had to go thru on manual form and why… https://t.co/AzFZelczAm,BritishGasHelp,13/06/2017 09:38,8.74561E+17,8.74562E+17,431673892,sue4tuk
7951,Tue Jun 13 09:44:49 +0000 2017,8.74563E+17,"@sue4tuk I see Sue, it does need investigating to ensure it doesn't happen again. Twice is more than enough, if I can help anymore pls 1/2",8.74562E+17,22807302,sue4tuk,@BritishGasHelp Thanks for replying.  They are currently investigating why it had to go thru on manual form and why… https://t.co/AzFZelczAm,BritishGasHelp,13/06/2017 09:38,8.74561E+17,8.74562E+17,431673892,sue4tuk
8051,Tue Jun 13 09:37:58 +0000 2017,8.74561E+17,@lolitambonita I'll pass on feedback as they should be able to give proof. If you ever doubt someone is a genuine m… https://t.co/4kdJ3XJoec,8.74561E+17,7.01852E+17,lolitambonita,@BritishGasHelp They have no proof of being with British Gas so their I.D didn't mean much. Just for future reference! :),lolitambonita,13/06/2017 09:34,8.7456E+17,8.74561E+17,7.01852E+17,lolitambonita
8191,Tue Jun 13 09:37:40 +0000 2017,8.74561E+17,"@sue4tuk Hi Sue, I'm really sorry to hear about this. Has a new appointment been booked in for you? Thanks, Jamie-Lee",8.74559E+17,22807302,sue4tuk,@BritishGasHelp 19th January this year was last time this fiasco happened. Very upset by your treatment of your customers.,sue4tuk,13/06/2017 09:27,8.74558E+17,8.74559E+17,22807302,sue4tuk
8251,Tue Jun 13 09:36:16 +0000 2017,8.74561E+17,"@evep79 Ok, please can you DM me your full name, address &amp; contact No? Thanks, Jim https://t.co/dlgcd3TRmR",8.74558E+17,11734692,evep79,"@BritishGasHelp Jim, it was because I gave the wrong reading initially and hence I rang and asked them to change it two weeks ago.",BritishGasHelp,13/06/2017 09:22,8.74552E+17,8.74558E+17,431673892,evep79
8351,Tue Jun 13 09:04:38 +0000 2017,8.74553E+17,"@CarrieRosePR Thanks, I've forwarded the info onto them now &amp; they'll put a search out for the driver. I assure you… https://t.co/c7RfWPZGqc",8.74544E+17,441804517,CarrieRosePR,@BritishGasHelp Between Doncaster and Leeds,CarrieRosePR,13/06/2017 08:29,8.74542E+17,8.74544E+17,441804517,CarrieRosePR
8451,Tue Jun 13 09:02:38 +0000 2017,8.74553E+17,@CarlitoRambo Please DM your full address along with your contact number. Waz,8.74551E+17,7.29407E+17,CarlitoRambo,"@BritishGasHelp aye, close my account for me,",BritishGasHelp,13/06/2017 08:54,8.74526E+17,8.74551E+17,431673892,CarlitoRambo
8551,Tue Jun 13 09:00:29 +0000 2017,8.74552E+17,"@evep79 Hi Eve, I'm sorry you're still waiting. What was the meter reading change for please? Thanks, Jim",8.7454E+17,11734692,evep79,@BritishGasHelp I have been waiting a couple of weeks now for someone to change my meter reading - what's the hold up? Can someone help pls?,BritishGasHelp,13/06/2017 08:12,NA,8.7454E+17,431673892,evep79
8651,Tue Jun 13 08:26:05 +0000 2017,8.74543E+17,"@NW11851 I'm sure the Complaints Team will be in touch shortly but if you'd like to DM your address, phone no. &amp; I'… https://t.co/PzTGN8koCX",8.74506E+17,302275439,NW11851,@BritishGasHelp Yes but no-one has responded to my online complaint/compensation claim. Small Claims Court claim looming I think,BritishGasHelp,13/06/2017 05:58,8.72082E+17,8.74506E+17,431673892,NW11851
8751,Tue Jun 13 08:25:55 +0000 2017,8.74543E+17,"@NW11851 Hi David, we'll always try to resolve a complaint as soon as possible but they can take up to 8 weeks to r… https://t.co/yiSYfM2ApH",8.74506E+17,302275439,NW11851,@BritishGasHelp Yes but no-one has responded to my online complaint/compensation claim. Small Claims Court claim looming I think,BritishGasHelp,13/06/2017 05:58,8.72082E+17,8.74506E+17,431673892,NW11851
8851,Tue Jun 13 08:25:15 +0000 2017,8.74543E+17,"@daviesjames2014 Hi James, I'm sorry to hear about the service you received, pls send over a DM with your full addr… https://t.co/9ZzKzrFt7n",8.74536E+17,2258165780,daviesjames2014,@BritishGasHelp part 2 #seebefore no help just no on phone trying to get refund of £30. Adviser was rude and didn't help to refund £30 joke,BritishGasHelp,13/06/2017 07:56,NA,8.74536E+17,431673892,daviesjames2014
8951,Tue Jun 13 08:21:20 +0000 2017,8.74542E+17,"@anthonys_case Hi Anthony, I'm sorry your gas meter doesn't seem to be working correctly. Please can you DM over yo… https://t.co/bUqnWBcRHf",8.74535E+17,3698328915,anthonys_case,@BritishGasHelp smart metre installed but the gas not paired. Waiting 3 mths still paying high bills. Want this sorted asap #smartmeterfail,BritishGasHelp,13/06/2017 07:54,NA,8.74535E+17,431673892,anthonys_case
